Filename,Predictions
has\2021-11-17-2021-11-24_graph_AAPL_30_day.png,0.9980000257492065
has\2021-11-18-2021-11-24_graph_AAPL_30_day.png,0.9980000257492065
has\2021-11-18-2021-11-26_graph_AAPL_30_day.png,0.9959999918937683
has\2021-11-19-2021-11-26_graph_AAPL_30_day.png,0.9980000257492065
has\2021-11-19-2021-11-29_graph_AAPL_30_day.png,0.9980000257492065
has\2021-11-22-2021-11-29_graph_AAPL_30_day.png,0.996999979019165
has\2021-11-22-2021-11-30_graph_AAPL_30_day.png,1.0
has\2021-11-23-2021-11-30_graph_AAPL_30_day.png,1.0
has\2021-11-23-2021-12-01_graph_AAPL_30_day.png,0.9990000128746033
has\2021-11-24-2021-12-01_graph_AAPL_30_day.png,0.9990000128746033
has\2021-11-24-2021-12-02_graph_AAPL_30_day.png,1.0
has\2021-11-26-2021-12-02_graph_AAPL_30_day.png,1.0
has\2021-11-26-2021-12-03_graph_AAPL_30_day.png,1.0
has\2021-11-29-2021-12-03_graph_AAPL_30_day.png,0.9990000128746033
has\2021-11-29-2021-12-06_graph_AAPL_30_day.png,0.9990000128746033
has\2021-11-30-2021-12-06_graph_AAPL_30_day.png,0.9990000128746033
has\2021-11-30-2021-12-07_graph_AAPL_30_day.png,0.9990000128746033
has\2021-12-01-2021-12-07_graph_AAPL_30_day.png,0.9990000128746033
has\2021-12-01-2021-12-08_graph_AAPL_30_day.png,0.9990000128746033
has\2021-12-02-2021-12-08_graph_AAPL_30_day.png,0.9990000128746033
has\2021-12-02-2021-12-09_graph_AAPL_30_day.png,0.9990000128746033
has\2021-12-03-2021-12-09_graph_AAPL_30_day.png,1.0
has\2021-12-03-2021-12-10_graph_AAPL_30_day.png,0.9990000128746033
has\2021-12-06-2021-12-10_graph_AAPL_30_day.png,0.9990000128746033
has\2021-12-06-2021-12-13_graph_AAPL_30_day.png,1.0
has\2021-12-07-2021-12-13_graph_AAPL_30_day.png,0.9990000128746033
has\2021-12-07-2021-12-14_graph_AAPL_30_day.png,0.9980000257492065
has\2021-12-08-2021-12-14_graph_AAPL_30_day.png,0.9990000128746033
has\2021-12-08-2021-12-15_graph_AAPL_30_day.png,1.0
has\2021-12-09-2021-12-15_graph_AAPL_30_day.png,0.9990000128746033
has\2021-12-09-2021-12-16_graph_AAPL_30_day.png,1.0
has\2021-12-10-2021-12-16_graph_AAPL_30_day.png,0.9990000128746033
has\2021-12-10-2021-12-17_graph_AAPL_30_day.png,1.0
has\2021-12-13-2021-12-17_graph_AAPL_30_day.png,1.0
has\2021-12-13-2021-12-20_graph_AAPL_30_day.png,0.9990000128746033
has\2021-12-14-2021-12-20_graph_AAPL_30_day.png,1.0
has\2021-12-14-2021-12-21_graph_AAPL_30_day.png,1.0
has\2021-12-15-2021-12-21_graph_AAPL_30_day.png,1.0
has\2021-12-15-2021-12-22_graph_AAPL_30_day.png,1.0
has\2021-12-16-2021-12-22_graph_AAPL_30_day.png,1.0
has\2021-12-16-2021-12-23_graph_AAPL_30_day.png,1.0
has\2021-12-17-2021-12-23_graph_AAPL_30_day.png,1.0
has\2021-12-17-2021-12-27_graph_AAPL_30_day.png,1.0
has\2021-12-20-2021-12-27_graph_AAPL_30_day.png,1.0
has\2021-12-20-2021-12-28_graph_AAPL_30_day.png,1.0
has\2021-12-21-2021-12-28_graph_AAPL_30_day.png,1.0
has\2021-12-21-2021-12-29_graph_AAPL_30_day.png,1.0
has\2021-12-22-2021-12-29_graph_AAPL_30_day.png,1.0
has\2021-12-22-2021-12-30_graph_AAPL_30_day.png,1.0
has\2021-12-23-2021-12-30_graph_AAPL_30_day.png,1.0
has\2021-12-23-2021-12-31_graph_AAPL_30_day.png,1.0
has\2021-12-27-2021-12-31_graph_AAPL_30_day.png,1.0
has\2021-12-27-2022-01-03_graph_AAPL_30_day.png,1.0
has\2021-12-28-2022-01-03_graph_AAPL_30_day.png,1.0
has\2021-12-28-2022-01-04_graph_AAPL_30_day.png,1.0
has\2021-12-29-2022-01-04_graph_AAPL_30_day.png,1.0
has\2021-12-29-2022-01-05_graph_AAPL_30_day.png,1.0
has\2021-12-30-2022-01-05_graph_AAPL_30_day.png,1.0
has\2021-12-30-2022-01-06_graph_AAPL_30_day.png,1.0
